id,place_name,category,rating,sentiment,sentiment_score,text,label
239,니시테츠 그랜드 호텔,호텔,1,긍정,0.77918303,"우연히 방이 나빴던지 모르겠지만, 밖에서의 차의 소리, 인간의 목소리가 들려 천천히 잠들 수 없었습니다. 지난 주에 머물렀던 ANA는 도로 쪽이었지만 깨지지 않았습니다. 니시테츠 그랜드 호텔은 호텔 직원의 서비스가 좋은만큼 유감입니다.",부정
240,니시테츠 그랜드 호텔,호텔,5,긍정,0.995245039,텐진역에서 조금은 걸어야하지만 이치란도 가깝고 쇼핑하러 잘 다녔습니다! 직원분들이 정말친절하십니다! 생각보다 노후하지않고 깔끔해서 더욱 만족스러웠어요~! 잘 쉬다가 갑니다☺️,긍정
241,Hotel Live Max Fukuoka Tenjin West,호텔,2,부정,0.994766831,"비명입니다. 라쿠텐 여행으로 별 4 있어, 입지가 편리하고 있었기 때문에 예약했습니다만, 호텔의 입구로부터, 그다지 좋아하는 느낌이 아니다고 생각했습니다. 전반적으로 빛이 어둡습니다.…",부정
242,크로스라이프 하카타텐진,호텔,5,긍정,0.994214714,위치도 좋고 주변이 텐진과 하카타를 연결하는 중심부에 있어서 관광다니기도 너무 좋습니다. 방 컨디션도 너무 좋고 신식이라 전부 깨끗하고 직원들도 친절하고 좋았습니다.😄,긍정
243,호텔 마이스테이스 후쿠오카 텐진,호텔,5,긍정,0.992893755,위치 최고 방 컨디션도 좋고 조용함 두번째 방문임,긍정
244,캐널시티 후쿠오카 워싱턴 호텔,호텔,5,긍정,0.994448543,"최고의 호텔입니다. 누가 오래됐다고 욕합니까?? 너무 깨끗, 깔금. 그리고 위치는 후쿠오카에서 최고. 직원분중 이름은 모르지만 한국어로 응대해준 여성분 너무친절하고 카고패스 접수 너무 도와주셔서 감사합니다. 제가 후쿠오카 여행간다면 이곳에서만 숙박할겁니다",긍정
245,아미스타드호텔 후쿠오카,호텔,5,긍정,0.994967163,"이번 후쿠오카 여행에 이용했는데 최고입니다. 로비는 좁지만 숙소가 다른 일본숙소들보다 넓고 조용합니다. 특히 직원분들도 너무 친절하시고, 머무르는 내내 기분 좋았습니다. 주변에 편의점도 가깝고 맛집도 많이 있어서 좋았습니다~!! 다음에 또 후쿠오카 가게되면 숙소는 여기로 할래요~ 강추 강추",긍정
246,ANA 크라운 플라자 호텔 후쿠오카,호텔,5,긍정,0.990100861,"인터컨티넨탈 그룹에서 국내에서는 여기가 1번 서비스를 해준다고 생각한다. 몇 번이나 이용하고 있습니다만, 체인에 쓸데없는 시간을 받는 일도 없고, 체크아웃도 부드럽습니다. 단지 이것만 할 수 없는 호텔이 얼마나 많아 손님을 불편하게 만드는지 모르겠습니다.…",긍정
247,EN 호텔 하카타,호텔,3,긍정,0.500344932,값싼호텔. 하지만 지내기에 문제는 없다,
248,더 블라섬 하카타 프리미어,호텔,5,긍정,0.96334511,"객실은 넓고 전통 일본식 다다미 공간이 마련되어 있습니다. 객실 청소 서비스는 훌륭하며, LB는 무료 커피 머신, 넓은 공용 목욕탕, 헬스장을 제공합니다. 바로 근처에 스타벅스가 있고, The Full Full Hakata, Bread Espresso & Hakata 등 맛집도 많습니다.",긍정
249,언플랜 후쿠오카,호텔,2,긍정,0.534529328,공용 욕실과 공용 화장실에서 절망하고야 말았습니자....,부정
250,하이네스 호텔 쿠루메,호텔,2,긍정,0.544101298,"좁았지만, 숙박만이라면, 뭐 괜찮아, 라는 느낌입니다.",부정
251,니시테츠 인 후쿠오카,호텔,5,부정,0.536070883,텐진보다 나카스 카와바타에 가깝습니다.,긍정
252,The Luigans Spa＆Resort,호텔,3,긍정,0.728676319,"남자 친구의 생일에 사용했습니다. 날씨도 좋고, 방으로부터의 전망도 최고였습니다. 방도 깨끗하고 느긋한 시간을 보낼 수 있었습니다. 단지, 유감이었던 일이 있습니다. 아침에 대욕장을 이용했습니다만, 휴대를 대욕장내에 반입해 욕조에 잠기면서 사용되고 있는 분이 있었습니다. 아마 해외 쪽이지만, 도촬 등의 목적이 아니더라도, 거기만이 유감이었습니다.",
253,힐튼 후쿠오카 씨호크,호텔,2,부정,0.624343753,"여행사에서 예약했습니다. 어른 1명, 유아의 아이 1명으로 트윈의 방 예약했습니다만 어른 1명으로의 예약이 되어 있었습니다. 요금은 어느 쪽으로 해도 변하지 않기 때문에 좋지만, 여행사 측과 호텔 측 ​​어느 쪽의 실수인지 모릅니다.…",부정
254,ART HOTEL Kokura New Tagawa,호텔,2,부정,0.981985271,"일단, 넓고 깨끗할 것 같다고 생각하지만 방은 좁고 커튼이 찢어지는 건 유감. 공기 청정기도 그다지 의미가 없고, 소리도 시끄럽다.…",부정
255,호텔 마이스테이스 후쿠오카 텐진,호텔,3,부정,0.526690125,기차역과 가까워서 좋지만 걸어가기에는 다소 거리가 있습니다. 이른 아침에 이동할 경우 역까지 엘리베이터나 에스컬레이터를 찾기가 어려울 수 있습니다. 저희는 찾지 못했습니다. 기본적인 편의시설만 갖춘 기본적인 호텔입니다.,
256,Mercure Fukuoka Munakata Resort & Spa,호텔,3,긍정,0.667849064,10년 흔들림 방문. 방의 기미 꽤 대단해! 한국계가 많기 때문에 어쩔 수 없을까-. 물건이 나쁜 계가 많았다. 한국에서 최초의 해외여행에서 후쿠오카는 골라 싸기 때문에.,
257,호텔 마리노아 리조트 후쿠오카,호텔,2,긍정,0.777711868,"부, , 바오, , ∵",부정
258,Fukuoka Guesthouse SHIP,게스트하우스,5,부정,0.553316593,접수 쪽이 친절했습니다.,긍정
259,도큐스테이 하카타,호텔,5,부정,0.505907297,"11월 중순에 이용했습니다. 비행기의 도착 시간이 너무 빠르기 때문에, 너무 걷고, 조금 차가워 졌는지 배의 상태를 무너 뜨립니다. 너무 피곤해서 체크인 시간까지 체력이 없어…",긍정
260,베셀호텔 칸다 키타큐슈공항,호텔,1,긍정,0.814640701,역에서 멀리 여유로운 자세의 호텔입니다.,부정
261,APA Hotel Hakata Eki Chikushiguchi,호텔,4,긍정,0.603536308,같은 호텔이 있기 때문에 길을 잃었습니다.,긍정
262,Japanesque Hotel Fukuoka,호텔,1,부정,0.997335255,"아마 해외 쪽이 오너일 것입니다. 해외 방향에 에세 일본풍의 호텔입니다. 개인실은 또 괜찮을지도 모르지만, 이 입지와 내용으로 이 금액은 이상합니다.",부정
263,The Luigans Spa＆Resort,호텔,5,긍정,0.987086415,풍부한 전망 접객 모두 좋았다. 저녁은 관내의 일본 요리점에서 먹었습니다. 매우 맛있었습니다.,긍정
264,그랜드 머큐어 벳푸완 리조트 & 스파,료칸,4,부정,0.545688689,"방도 좋고, 전망도 좋고, 저녁 식사는? (투어이니까 어쩔 수 없어?), 아나운스가 나쁘고, 아침식사 바이킹에 늘어선 줄이 전혀 다른 장소에서, 손님들이 우왕좌왕하고 있었다. 그 때의 구분도 나쁘다. 출발시의 짐도 두는 장소를 모르고 혼란하고 있는 손님 다수(종업원씨의 손이 부족하지 않은 느낌) 단지 온천은 부드럽고 멋진 물이었습니다. 그래서 ☆ 4 개입니다.",긍정
265,나인아워스 하카타 스테이션,호텔,5,부정,0.857806563,"완전 셀프서비스 홈스테이로 숙소는 깨끗하고, 남녀가 별도의 캡슐에 숙박하며, 짐은 분리되어 객실로 가져오지 않습니다. 수건, 칫솔, 잠옷이 제공되며, 식수는 제공되지 않고, 캡슐 안에는 USB 전원 공급 장치와 조명만 있습니다.",긍정
266,후쿠오카 산팔레스 호텔 & 홀 (Fukuoka Sunpalace),호텔,5,긍정,0.706155956,"(｡ᵕᴗᵕ｡)""( ᐢ˙꒳˙ᐢ )⸜(* ॑꒳ ॑* )⸝(((ฅ•᎑•ฅ))♬♬",긍정
267,호텔 JAL 시티 후쿠오카 텐진,호텔,5,부정,0.638846815,"위치는 정말 훌륭했어요. 지하철역에서 불과 10미터, 쇼핑센터까지는 걸어서 10분 거리였거든요. 다만 객실 크기가 좀 아쉬웠어요. 저희는 세 명이었는데, 일본에서 묵었던 다른 호텔들과는 달리 객실이 너무 좁게 느껴졌어요.",긍정
268,APA Hotel Fukuoka Tenjin West,호텔,3,부정,0.652689517,좁은객실...한국분들은 고시원 생각하면 딱일듯 진짜 캐리어를 둘곳이 없어요 다른 접근성이나 친절도는 만족했어요 침구류도 푹신하고 좋습니다,
269,시즈테츠 호텔 프레지오 하카타에키마에,호텔,5,긍정,0.992341399,역에서도 가까이 편리. 화장실이있는 샤워 룸도 넓고 매우 좋았습니다.,긍정
270,힐튼 후쿠오카 씨호크,호텔,5,긍정,0.746495605,"공항에서 힐튼까지 왕복 버스가 있고 1층에 바로 내려요. 제일 빨리 출발하는 버스를 이용하니 700엔이었는데 1시간 넘게 걸렸어요. 공항으로 갈땐 더 오래 걸렸어요. ㅋㅋ 여기도 차가 엄청 막히고 도로가 좁아서 버스기사님이 대단해보였어요.ㅋㅋ 하타카, 텐진으로 나가려면 버스를 타고 30분이상 나가야해요. 그나마 1층에 바로 버스정류장이 있지만 올땐 호텔 건너편에서 내려야해요. 후쿠오카 타워를 걸어서 갈 수 있는 거리라 걸어서 다녀왔는데 바람이 많이 불고 추운 날이었지만 해변산책길을 따라 걸으니 나름 즐거웠습니다. 올라가진 않았어요. 힐튼에서도 충분히 전망을 느낄 수 있었거든요. 대욕장은 작지만 늦은시간에 가서 조용했고 피곤함이 약간 풀어지는 느낌이었어요. 물에서 락스 냄새 약간 났어요. ㅜㅜ 기저귀 찬 아가들은 들어가지 못해서 둘째는 들어가지 못했어요. 객실 욕탕에서 신나게 놀긴했지만 '왜 나는 목욕탕 못가?' 라고 계속 물어봤답니다.ㅜㅜ 위치가 불편하긴 했지만 대체적으로 만족스러웠습니다. 넓고, 전망좋고, 편의점도 있고, 드럭스토어도 있고, 조식도 그럭저럭 괜찮았어요.(카페라떼가 맛있었어요.) 그리고 근처에 Mark is가 오픈해서 쇼핑도 하고 식사도 할 수 있었어요. 아이들과 다니기에 괜찮았어요.",긍정
271,The358 UMI,호텔,5,부정,0.516647637,"R7.3월 사이트에서 잘 보인 이쪽이 세일로 싸기 때문에 이용. 새로운 호텔에서 기분 좋았습니다. 대욕장이 있는 곳을 호텔을 결정하는 조건으로 하는 경우가 많습니다만, 인바운드 수요로 온수도 하지 않고 쌉으로 들어가는 쪽이 계셔서, 왠지 기분 좋은 것이 아니었습니다. 주차장은 무료로 좋았습니다!",긍정
272,Hotel Vista Fukuoka Nakasu-Kawabata,호텔,5,긍정,0.992221773,하카다역이랑 가깝고 근처 캐널시티와 돈키호테가 있어 쇼핑하기 좋았어요 대욕장에서 여행의 피곤을 풀수있어 너무 행복했습니다,긍정
273,퀸테사 호텔 후쿠오카 텐진 코믹앤북스,호텔,5,긍정,0.992583156,"멋지다 방에 에어컨이없는 곳이 많지만, 여기는 각 방에 일반 에어컨이 붙어있다.…",긍정
274,그랜드 하얏트 후쿠오카,호텔,2,부정,0.997880101,"장소도 나카스에 가깝고 방은 넓다. 단, 설비는 옛 고급 호텔이라고 불리는 그랜드 하얏트 브랜드인데 물 주위 등 더럽다. 특히 최악의 것은 인터넷이 늦게 도중에 중단된다. 출장으로 가서 Zoom 미팅에는 전혀 사용할 수 없기 때문에, 반액 이하의 가까운 비지니스…",부정
275,니시테츠 그랜드 호텔,호텔,5,긍정,0.993341386,마지막날 하카타역까지 택시도 직접 불러주시고 아이폰이 갑자기 안되서 유심칩 뺏다껴야데는데 프론트에서 직접 빼주시기도 하고 ~~ 여러모로 거리도 짱 좋았어요 다음 텐진으로 가도 이곳에서 잘거 같아요,긍정
276,베셀호텔 후쿠오카 카이즈카,호텔,4,부정,0.619556069,어린아이와 함께 향해 방은 넓지만 욕조가 보통의 비즈니스 호텔 정도 작은 것이 유감,긍정
277,플라자호텔 프리미어,호텔,3,긍정,0.642641544,최상층의 뿔 방이었습니다.,
278,大岳荘,료칸,5,부정,0.653669119,요리도 분위기도 최고⤴️⤴️⤴️⤴️,긍정
279,언플랜 후쿠오카,호텔,2,부정,0.567221761,"11월 중순에 이용. 더블 침대의 방에 묵었지만, 에어컨이 부진한지 난방이 효과가 없어 유감이었다. (컨트롤러의 난방 마크가 점멸하고 난방이 작동하지 않는 상태) 역 앞 때문에 입지는 좋다.",부정
280,산라이프호텔 2.3,호텔,2,부정,0.606412292,위치 하나만 보고 가기 좋음. 옷 버릴거 각오하고 가야함. 담배 찌든내가 복도와 방 안에 남. 옷에 냄새 다 베김. 조식은 일식과 양식 중 선택인데 조식은 맛 좋았음.,부정
281,프리미어 호텔 모지코,호텔,1,긍정,0.937330544,객실에서 모지 항구의 아름다운 해변 풍경을 감상하실 수 있습니다.,부정
282,THE LANG HOTEL Hakata,호텔,5,긍정,0.990648687,좋은 호텔! 맨션의 한실의 감각!,긍정
283,그랜드 머큐어 벳푸완 리조트 & 스파,료칸,1,부정,0.993845403,"조식 뷔페의 맛, 품수 적음은 이미 오래된 비즈니스 호텔 아래에서?라고 생각되는 느낌입니다. 밤 바이킹은 처음 이용했습니다만… 벳푸의 유명한 모 호텔과 비교하는 것은 금액도 전혀 다르므로 심각하다고 생각합니다만… 기대하지 않는 편이…",부정
284,The BREAKFAST HOTEL 후쿠오카 나카스,호텔,1,부정,0.97219938,"7월에 숙박했습니다. 싸지만 리뷰가 좋았기 때문에 조금 기대해 갔습니다만, 결과적으로는, 향후 숙박할 것은 없습니다. 작은 아이 동반이라고 하는 일도 있어인지 모퉁이 방을 준비해 주셨던 것이나, 프런트의 대응, 24시간의 프리 드링크등은 매우 좋았습니다.…",부정
285,솔라리아 니시테츠 호텔 후쿠오카,호텔,5,긍정,0.994261026,위치 좋고 친절하고 깨끗하고 진짜 더 바랄게 없는 호텔! 다음에 후쿠오카 올때 또 방문 예정입니다!,긍정
286,Oniyama Hotel,료칸,3,긍정,0.666203141,"원천의 뜨거운 물이 그대로 목욕에 들어 있기 때문에 뜨거웠다. 저녁 식사의 아이의 점심이 너무 맛있지 않다. 했는지 남기는 아이가 몇 명 있었다. 호텔 사태는, 몇 년 전보다 깨끗해져 직원의 대응도 좋았기 때문에 🌟 3개",
287,Hotel AZ Fukuoka Wajiro,호텔,2,부정,0.538836777,가격대로의 비즈니스 호텔이었습니다.,부정
288,후쿠오카 산팔레스 호텔 & 홀 (Fukuoka Sunpalace),호텔,5,긍정,0.909842312,"9월 4일, 5일과 YUKI씨의 라이브에 가. 숙박하겠습니다. 직원의 접객도 방의 청소도 훌륭하게 느꼈습니다. 다음에 숙박시에는 야경을 즐기면서 식사를 하고 싶다고 생각합니다",긍정
289,도미 인 하카타기온,호텔,2,긍정,0.530385494,한국과 홍콩에는 관광객이 너무 많아서 아침 식사를 하거나 온천욕을 할 때 상당히 시끄럽고 정신없을 수 있습니다. 다음에 기온 근처에 머물게 된다면 예산을 조금 더 늘려서 다른 호텔에 묵을 의향이 있습니다.,부정
290,호텔 오리엔탈 익스프레스 후쿠오카 나카스카와바타,호텔,5,긍정,0.995420098,객실은 작지만 편안했습니다. 아침 식사도 정말 맛있었습니다. 선택의 폭이 넓어 하루를 활기차게 시작할 수 있었습니다.,긍정
291,힐탑리조트 후쿠오카,호텔,5,긍정,0.743252099,점심으로 이용했습니다! 환대는 유석이었다. 사진은 점심,긍정
292,그랜드 머큐어 벳푸완 리조트 & 스파,료칸,5,긍정,0.988348961,"2019년 8월 6일. 규슈 로드트립 둘째 날, 오이타현 벳푸에 도착했습니다. 인터넷에서 우연히 발견한 호텔인데, 실제로 보니 꽤 괜찮아 보였습니다.…",긍정
293,WITH THE STYLE FUKUOKA,호텔,5,긍정,0.984902918,나는 후쿠오카 여행으로 Cafe에서 사용했을 뿐입니다만 영업 시간 전에 가게에 가 버렸습니다 💦 통상의 가게라면 영업 시간은 ○○시부터입니다. 끝이지만 여기 가게는 음료 만이야만이 여전히 좋으면 가게에 넣어 주었습니다 💦😭💕 그런 가게 처음이자 모두가 감동했습니다 🥲🥲 그것인데도 도덕하고 오랫동안 체재 실례했습니다 🙇‍♀️💦 또 후쿠오카에 오는 기회가 있으면 숙박도 꼭 하고 싶었습니다 ✨,긍정
294,캐널시티 후쿠오카 워싱턴 호텔,호텔,2,부정,0.976192176,창문 바로 밖에 캐널시티 분수 쇼가 몇십분마다 있어서 엄청 시끄러움. 창문 닫아도 방음 안 됨. 지금 밤 9시 30분인데도 엄청난 음악과 함께 분수 쇼 하고 있음😫…,부정
295,머큐르 후쿠오카 무나카타 리조트 & 스파,호텔,2,긍정,0.739830494,지난주 이 호텔을 이용시켜 받았습니다. 한국인분만으로 일본에 있는 느낌이 없었어요...웃음 동전 세탁도 한국의 분들에게 점령되어 전혀 사용할 수 없었습니다.…,부정
296,그랜드 머큐어 벳푸완 리조트 & 스파,료칸,2,긍정,0.785915852,"저는 이 호텔에 이틀 동안 묵었습니다. 첫날 숙박은 아코르 공식 웹사이트를 통해 예약했고, 둘째 날 숙박은 공식 웹사이트가 만실이라 제3자 플랫폼을 통해 예약했습니다.…",부정
297,ANA 크라운 플라자 호텔 후쿠오카,호텔,5,부정,0.950895607,방은 조용하고 좋지만 베개가 너무 많아 항상 곤란해집니다. 안아 베개 외에 단단함이 다른 베개가 2개. 사용하지 않는 베개를 두는 곳이 있으면 좋지만 ...,긍정
298,코트 호텔 후쿠오카 텐진,호텔,2,긍정,0.944875777,객실 TV가 입구에 있습니다. 보기 힘들지만 그렇지 않으면 안심하고 천천히 휴식…,부정
299,Hotel AZ Fukuoka Wajiro,호텔,1,부정,0.993334532,아침 식사 시간에 대해 직원에 의해 안내가 흩어져. 단체 손님이 있기 때문에 혼잡하다고 말해지거나 특정 시간은 사용하지 말라고 한다. 사용하지 말라고 했을 때에는 예약시 듣지 않았다고 해도 사과는 커녕 반응도 없다. 종업원 수준은 최소인가. 설비는 보통. 유닛 버스가 좁을 정도라고.,부정
300,그랜드 머큐어 벳푸완 리조트 & 스파,료칸,4,긍정,0.736258984,"그랜드 머큐어 벳푸바 리조트에서 3박을 했습니다. 저녁 뷔페는 성인 1인당 7,500엔인데, 위치가 다소 외진 데다 식사를 하려면 차를 타거나 꽤 먼 거리를 걸어가야 한다는 점을 고려하면 이…",긍정
301,크로스라이프 하카타텐진,호텔,5,부정,0.959398687,왜인지 모르겟으나 벚꽃시즌도 아닌데 숙서가 겁나 비쌈.. 비싼데 숙소는 콩알만함 숙소안 샤워실은 공황장애 올 듯..ㅠ 대욕장 기대가 컷는데 목욕물에서 락스냄새가 나는데 도대체 왜인지 모르겟음. 지하철역에선 최소 7분-15분 걸림: 주변에 이자카야 편의점은 잇음 너무 비싼데 그 값은 못하는듯,긍정
302,Fukuoka Guesthouse CAMP,게스트하우스,5,부정,0.921257496,"시설은 깨끗하고 최고입니다. 1점, 상단의 침대의 상측이 비어 있어 주위에 소리가 통탈이 됩니다. 도미토리에 묵는 사람은 너무 신경 쓰지 않을지도 모릅니다만, 한밤중에 짐을 탐색할 때에 조금 신경을 썼습니다.",긍정
303,퀸텟사 호텔 후쿠오카 텐진미나미,호텔,2,부정,0.942878187,야쿠인역과 가깝고 가성비 좋은 호텔이라고 생각함. 다만 오픈한지 얼마되지 않은 호텔임에도 방상태가 좋지 않았다.. 이불에 사진과 같은 작은 자국이 여러 개 묻어있었고 시트는 찢어져 있었다. 지난 투숙객의 쓰레기도 발견했다.,부정
304,ANA 크라운 플라자 호텔 후쿠오카,호텔,2,긍정,0.878618181,I. 장점: 호텔이 지하철역과 매우 가까워 교통이 매우 편리합니다. II. 단점:…,부정
305,미야코 호텔 하카타,호텔,1,긍정,0.565730989,카운터 체크인 여자분 더럽게 불친절하네요 다른 직원분들은 친절합니다. 객실도 전반적으로 깨끗합니다,부정
306,호텔 리브맥스 후쿠오카 텐진,호텔,3,부정,0.698092163,예상은 했지만 너무 좁아서 걸어다니기가 힘들 정도였어요. 어른2 초등아이1 인데 캐리어 하나 옷걸이 하나에 겨우 펼치고 답답했습니다. 많이 노후되고 청결하지는 않은것 같았지만 급하게 겨우 구한 숙소라 3일 잘 묵고갑니다. 창문은 열리는데 방충망이 없어서 여름엔 못열겠더라고요 ㅎㅎ 역세권이 아닌게 아쉽지만 구한게 다행입니다!,
307,라이프텐진후쿠오카,호텔,1,긍정,0.686845303,"독특한 인테리어 디자인 좋아요 ! 방도 침대 아래 캐리어 넣을 수 있어서 좋았구오. 다만 분류에는 4성급이라고 되어있는데 전혀 4성급 아니고 게스트 하우스 느낌이라 아쉬웠습니다 ㅠ 그리고 슈혼, 슈 브러시, 슈 사이닝은 기본적으로 호텔에서는 갖춰야 한다고 생각하는데 프론트에 요청해도 없다고 하시네요",부정
308,The BREAKFAST HOTEL 후쿠오카 텐진,호텔,2,부정,0.555671096,"그 방은 아주 작았고 역에서 멀리 떨어져 있었으며, 주로 한국인 고객을 대상으로 했다.",부정
309,미야코 호텔 하카타,호텔,5,긍정,0.963879883,"하카타 역에서 지하로 연결되어 있기 때문에, 교통편이 매우 좋습니다.…",긍정
310,호텔 리브맥스 후쿠오카 텐진,호텔,2,부정,0.936210394,대개 말이 통하지 않아서 곤란하다,부정
311,하카타 그린호텔 1호관,호텔,1,부정,0.998015404,수하물 보관료가 개당 2000엔으로 너무 비싸요. 추천하지 않습니다.,부정
312,니시테츠 그랜드 호텔,호텔,5,긍정,0.995245636,위치좋고 서비스좋고 조식좋고 오래되었지만 전통이 느껴지는 호텔 입니다.,긍정
313,The Luigans Spa＆Resort,호텔,5,부정,0.704367101,"호텔은 후쿠오카 시내에서 조금 떨어져 있습니다. 지하철을 타고 JR선으로 환승하거나, 페리를 타거나, 하카타역 출구에서 호텔 무료 셔틀버스를 이용할 수 있습니다. 호텔 무료 셔틀버스를 이용할 경우, 한 시간에 한 번만 운행하고 소형 버스이기 때문에 자리가 없을 가능성이 높으므로 버스 시간표를 잘 확인해야 합니다. 따라서 개인 교통비를 준비하는 것이 좋습니다. 이번에는 텐진에서 호텔까지 택시를 탔는데 약 5,000엔이…",긍정
314,산라이프호텔 2.3,호텔,2,긍정,0.596416354,"목욕탕의 온도 조절이 어려워, 차가운지 뜨거운지‥그리고 너무 좁다 아침 식사는 맛있고 장소는 완벽합니다.",부정
315,더 베이직스 후쿠오카,호텔,2,긍정,0.547774971,"장점: 하카토역 근처. 깨끗하고 넓은 객실 | 단점: 텐진 지역에서 멀어 택시비가 발생합니다. 청소 옵션(수건 교체 또는 전체 청소)에 주의하세요. 특히 언어 문제로 항의하지 못하는 외국인의 경우, 전체 청소를 요청해도 수건만 교체해주는 경우가 많습니다.",부정
316,힐탑리조트 후쿠오카,호텔,2,긍정,0.98097527,"야외에서 뷔페 형식의 음료 무제한 뷔페에 갔다. 바람이 강하게 담요를 빌렸지만 젖었습니다. 젖은 것의 태연하게 가져옵니다, 기분이 좋지 않습니다. 고기는 연기를 내면서 구워지고 있습니다만 잡아 소스를 들고 옮겨 앉고 먹을 무렵에는 차갑습니다. 훌륭합니다.…",부정
317,Mercure Fukuoka Munakata Resort & Spa,호텔,2,긍정,0.919112086,◉ 좋은 점 ・요금이 싸다 ・노천탕이 있다…,부정
318,호텔 캐비너스 후쿠오카,호텔,5,긍정,0.979164243,장소가 편리하고 깨끗합니다.,긍정
319,나인아워스 하카타 스테이션,호텔,1,부정,0.983591259,가격은 보통 수준이고 시설도 별로 좋지 않으니 불편함을 감수할 수 있도록 정신적으로 준비를 하셔야 합니다.,부정
320,미야코 호텔 하카타,호텔,4,부정,0.585124969,설날 2일 숙박. 아시아계 외국인 많다. 거의 만실? 하카타역 직결. 비가 오더라도 괜찮습니다. 모든 객실에는 화장실이 있는 욕실. 물 주위 독립. 아침 식사가? 그래서 별 3,긍정
321,더 베이직스 후쿠오카,호텔,5,긍정,0.946660936,후쿠오카 첫 혼자 여행 멋진 호텔에서 3박을 묵었어요.…,긍정
322,리치몬드 호텔 텐진 니시도리,호텔,5,부정,0.986040771,솔찍히 담배냄새가 너무 심각했음 논스모킹해도 흡연방으로 예약되니 비흡연자는 안가는게 좋습니다. 냄새가 너무 심해서 머리가 너무 아파요. 직원은 진짜 친절한데 룸은 별루임 위치는 정말 좋음,긍정
323,코트 호텔 후쿠오카 텐진,호텔,5,긍정,0.90984726,"친절,위치,위생 쵝오",긍정
324,The BREAKFAST HOTEL 후쿠오카 텐진,호텔,2,부정,0.972599983,"리셉션 직원은 부드럽습니다. 하지만 아침 레스토랑의 스탭이 분노하고 있는 것 같습니다, 빠듯한 레스토랑을 닫는 시간이라고 생각합니다만. smoothie 마시고 싶어서 만들어 주었지만 컵 중에 남은 파인애플의 주스 같은 남은 것 마음대로 넣어 만들어 주었습니다, 컵에 가득 넣었습니다 전부 남은 주스 넣었습니다. 심지어 맛있지 않아, 신맛. . 무엇으로 남은 주스 같은 녀석 컵에 넣는다. 요구르트라든지 있다고 생각합니다, 아무것도…",부정
325,호텔 하나게시키,료칸,5,긍정,0.989103794,온천질 좋은 가족탕을 이용하실 수 있습니다.,긍정
326,힐튼 후쿠오카 씨호크,호텔,5,긍정,0.727880299,"연수회의 회장으로서 이용했습니다. 묵지 않기 때문에, 객실에 대해서는, 좋다고 나쁘다고도 말할 수 없습니다. 건물 내부는 깨끗하고 고급 스러움이 있습니다. 연수회의 설비로서도, 대형 스크린 설비나, 참가자에게의 식사등의 서비스가 갖추어져 있다고 하는 인상이었습니다.…",긍정
327,더 베이직스 후쿠오카,호텔,5,부정,0.838524997,"모든 것이 괜찮았고 호텔은 새 건물이었어요. 주차 요금은 다음 날 정오까지 1박에 1500엔입니다. 헬스장은 실망스러웠어요. 헬스장을 설계한 사람은 웨이트 트레이닝을 전혀 안 하는 것 같아요. 덤벨 세트와 벤치를 놓으면 될 텐데, 벤치 프레스, 풀다운, 레그 프레스 머신밖에 없더라고요. 헬스장 공간은 넓지만 시설은 아쉬웠어요.",긍정
328,하카타 그린호텔 1호관,호텔,1,부정,0.998918056,"하카타역과 매우가깝지만 직원들태도 및 호텔객실 청결매우 별로입니다 한번닦았지만 계속나오는 먼지,.들어가시면 테이블도 한번 닦으세요 먼지알러지 올라왔어요. . 이정도면 가격좀 더주고 다른호텔 가는게 나을것같습니다 한국인들많이와서 그런가 . ..싶을정도였어요 일본호텔중에 이정도로 먼지많은건 처음이에요ㅜㅜ",부정
329,후쿠오카 토에이 호텔,호텔,4,긍정,0.589752853,아래층에 있던 패밀리마트가 이전했습니다.,긍정
330,도미 인 하카타기온,호텔,3,부정,0.684897542,소위 표준 스타일의 도미. 온천은 충실하다.,
331,Hotel Vista Fukuoka Nakasu-Kawabata,호텔,2,긍정,0.926487207,고객이 많기 때문에 15시 반이 지났습니다. 통로에는 많은 청소 도구가 있었다. 엘리베이터를 타고 가면 청소 스태프가 말을 하면서 타고 왔다.…,부정
332,플라자호텔 프리미어,호텔,1,부정,0.998511255,"진짜더러움 1박에 10만원넘짓인데 진짜 밑에 리뷰처럼 요즘 동네 모텔이 훨 좋을듯 레알 바닥 넘 더럽고 화장실에서 쉰내나고 침대옆 벽에서 벌레나옴 카운터 직원도 외국인인데 일본어 잘 못하고 나도 못하니 대환장 파티, 뭐 그건 그렇다 치고 위생상태만 괜찮으면 되는데 넘 더러움",부정
333,컴포트인 후쿠오카 텐진,호텔,5,긍정,0.620349765,"9 · 10 월은 메일 매거진 등록자 만 12AM → 12AM의 24 시간 객실 체류 가능합니다. 텐진 주소로, 지하철 「텐진 미나미」역 5번 출구 도보 1분입니다. 10층 100실정도입니다만, 트윈・더블의 방 면적은 같고, 싱글 없습니다. 1층은 「코메다 커피」(호텔에서 입점)로 호텔 조식이 있습니다.…",긍정
